,eid,gid,name
764,584,0,Beker Van Westmeerbeek Senioren
765,584,1,Beker Van Westmeerbeek / Belgian Championship Juniors
766,585,0,Junior Cup Stratego (Stratego Cup Vlaanderen)
767,586,0,EGC Greek International Tournament
768,587,0,Beker van Hulshout
769,588,0,Provinciaal Kampioenschap Friesland
770,589,0,Giessen 2018
771,590,0,Pyrgos Battles 2018
772,591,0,Provinciaal Kampioenschap Utrecht
773,592,0,OPEN Athens
774,592,1,Tatoi-Athens in the café club “1929”
775,593,0,Beker van West-Vlaanderen
776,594,0,Open Patras Mar18 - A
777,594,1,Open Patras Mar18 - B
778,595,0,20. Bergische Meisterschaften
779,596,0,Provinciaal Kampioenschap Zuid-Holland
780,596,1,Provinciaal Kampioenschap Zuid-Holland
781,597,0,Beker van Limburg
782,598,0,Greek National Stratego Championship 2018
783,598,1,"Greek National Stratego Championship 2018, Juniors"
784,599,0,EGC Qualification Tournament Basque Country
785,600,0,Senior/Junior Tournament
786,601,0,EGC Grand Prix Brussel
787,602,0,Junior Tournament “Napoleon 4”
788,603,0,Vlaams kampioenschap junioren
789,604,0,19. Berliner Turnier
790,605,0,Championnat de Wallonie 2018
791,605,1,Championnat de Wallonie 2018
792,606,0,Vafopoulio
793,607,0,Ⅴ. Basque National Stratego Championship 2018
794,608,0,Premier Grand Prix de Vieux-Waleffe 2018 du 16/06/2018
795,609,0,Junior Tournament
796,610,0,Παναθηναικο
797,611,0,Provinciaal Kampioenschap Noord-Brabant
798,612,0,3rd Open Serres Tournament
799,613,0,EGC Dutch Open Tournament
800,614,0,Beker van Antwerpen 2018
801,615,0,Open Vlaams Kampioenschap
802,616,0,Mind Sport Olympiad
803,617,0,World Championships
804,617,1,"World Championships, Juniors"
805,618,0,"World Championships, Open Tournament"
806,619,0,9. Pfälzer Open
807,620,0,Provinciaal Kampioenschap Gelderland
808,621,0,EGC Flanders Grand-Prix
809,622,0,Junior Tournament
810,623,0,"Open Patras Oct2018, C1"
811,623,1,"Open Patras Oct2018, C2"
812,624,0,Nederlandse Kampioenschappen
813,624,1,"Nederlandse Kampioenschappen, Jeugd"
814,625,0,Belgian Championship
815,626,0,Deutsche Meisterschaften
816,627,0,Ⅳ. Jaun Zuria Stratego Tournament
817,628,0,Macedonia Tournament
818,629,0,Open Autumn 2018
819,630,0,EGC De Vos Recycling Grand Prix Final
820,631,0,Junior Christmas 2018 (junior)
821,631,1,UniStudent Christmas 2018
822,631,2,Junior Christmas 2018 (mini)
823,632,0,Турнір національної єдності (Tournament of the National Unity)
824,633,0,Christmas Tournament
825,634,0,Open Final BK Junioren
826,635,0,VAN GEFFEN DRUK: Masters of Stratego 2019
827,636,0,Provinciaal Kampioenschap Friesland
828,637,0,Patras Championship
829,638,0,PK Antwerpen
830,639,0,Provinciaal Kampioenschap Utrecht
831,640,0,Provinciaal Kampioenschap Limburg
832,641,0,Patras Battles 2019
833,641,1,Patras Battles 2019 Junior
834,642,0,EGC International tournament Flanders
835,643,0,1. Wiesbadener Turnier 2019
836,644,0,Provinciaal Kampioenschap Zuid-Holland
837,645,0,21. Bergische Meisterschaften
838,646,0,
839,647,0,GP Wallonie 2019
840,648,0,20. Berliner Turnier
841,649,0,Provinciaal Kampioenschap Noord-Brabant
842,650,0,Ⅵ. Basque National Stratego Championship 2019
843,651,0,1st Swiss Open Tournament
844,652,0,Open Athens Tournament
845,653,0,4th Serres Tournament
846,654,0,Open PK Vlaams-Brabant
847,655,0,World Championships
848,656,0,"World Championships, Juniors"
849,657,0,"World Championships, Open Tournament"
850,657,1,"World Championships, Team Competition"
851,658,0,10. Pfälzer Open
852,659,0,Provinciaal Kampioenschap Gelderland
853,660,0,Παναθηναικο
854,661,0,Tornooi Genk spellenfestival
855,662,0,BSC de baronnen jubileum toernooi
856,663,0,Greek National Stratego Championship 2019
857,663,1,Greek National Stratego Championship 2019
858,663,2,Greek National Stratego Championship 2019
859,664,0,Nederlandse Kampioenschappen
860,664,1,"Nederlandse Kampioenschappen, Jeugd"
861,665,0,Belgian Championship
862,666,0,Deutsche Meisterschaften
863,667,0,ⅴ. Jaun Zuria Stratego Tournament
